id_1,id_2
0,18427
1,21708
1,22208
1,22171
1,6829
1,16590
1,20135
1,8894
1,15785
1,10281
1,22265
1,7136
1,22405
1,10379
1,13737
1,8533
1,14344
1,2812
1,5755
1,16260
1,15026
1,17370
1,17460
1,8049
1,5307
1,4987
1,18304
1,12305
1,19743
1,20024
1,21729
1,10554
1,11557
1,5228
1,9934
2,9048
2,6353
2,2629
2,11537
2,13205
2,22304
2,17728
2,19337
2,126
2,17554
2,8495
2,5857
3,16742
3,293
3,5826
3,3479
3,19753
3,17346
3,10945
3,22338
3,11319
3,9654
4,13645
4,20876
4,11446
4,16203
4,2830
4,2004
4,20624
4,21280
4,1182
4,21538
4,1443
4,11423
4,187
4,5730
4,2983
4,1489
4,6823
4,17695
4,11102
4,6390
4,17242
4,10018
4,5147
4,6427
4,14628
4,1882
4,22401
4,16128
4,12872
4,9263
4,14155
4,21631
4,6329
4,17507
4,2282
4,9706
4,4738
4,3676
4,16972
4,5356
4,8514
4,14332
4,7212
4,8843
4,1879
4,1377
4,1997
4,7813
4,3891
4,2732
4,4109
5,8288
5,9206
5,1840
5,17845
5,17411
5,21768
5,15735
5,18468
5,21755
5,16406
5,14111
5,20510
5,945
5,20271
5,14862
5,3726
5,6946
5,12902
5,4808
5,14241
5,7106
5,18497
6,18893
6,1193
6,4000
6,12625
6,290
6,22261
6,13966
6,3300
6,22403
6,18782
6,5066
6,17038
6,3816
6,16052
6,12645
6,15644
7,3305
7,12361
7,18601
8,13872
8,14205
8,3975
9,2773
9,14497
10,14
10,11332
10,13511
11,20092
11,8106
11,12130
11,19489
12,4683
12,21430
12,18391
12,18059
12,6008
12,19356
13,22435
13,1744
13,395
13,16399
13,9001
13,2280
13,6113
13,7235
13,213
13,7431
13,501
13,11971
13,16282
13,11209
13,1494
13,12762
13,4253
14,2904
14,18062
14,6037
14,3848
14,11034
14,5458
14,15323
14,18512
14,5822
14,1041
14,14392
14,19837
14,20071
14,10622
14,9946
14,4328
14,8002
14,4502
14,21323
14,1187
14,8004
14,11557
14,3695
14,17866
14,10418
14,13511
14,14666
14,21157
14,10182
14,2075
14,14164
14,10109
14,2684
14,11332
14,17325
14,10426
14,18216
14,16534
14,9745
14,1943
14,10641
14,20655
14,3128
14,9105
14,5994
14,7301
14,2327
14,11315
14,22020
14,8389
14,18858
14,5398
14,12017
14,16630
15,15507
15,353
15,18689
16,10134
17,1626
17,17433
17,2417
17,21059
18,9220
18,20276
18,11804
18,11323
18,5458
18,9677
18,11644
18,3259
18,2224
18,8139
18,14497
18,16615
18,961
18,8232
18,5943
18,17163
18,15174
18,11498
18,7966
18,20435
18,14597
18,2442
18,16071
18,10611
18,5622
18,1209
18,20938
18,3279
18,10468
18,15531
18,5046
18,12842
18,4502
18,16524
18,14547
18,16895
18,9525
18,17984
19,330
19,9184
19,16420
19,1773
19,4048
19,18886
19,10681
19,701
19,4064
19,15172
19,18374
19,11003
19,20923
20,364
7427,1901
7427,916
7427,7502
7427,6219
7427,6173
7427,19493
7427,12609
7427,18527
7427,21787
7427,18886
7427,4320
7427,15425
7427,17212
7427,4064
7427,6980
7427,21809
7427,8038
7427,8057
7427,3342
7427,2416
7427,3821
7427,15543
7427,12169
7427,10126
7427,436
7427,4045
7427,6686
7427,1063
7427,10231
7427,17357
7427,6696
7427,14249
7427,347
7427,9905
7427,9151
7427,5951
7427,13530
7427,1710
7427,15188
7427,4246
7427,9104
7427,9594
22,17818
22,4106
22,6540
22,14467
22,3964
22,10633
22,15690
22,21325
22,14179
22,15129
22,4670
22,4794
22,5215
22,7470
22,14027
22,19111
22,10959
22,11609
22,15868
22,10393
22,897
22,15368
22,7781
22,11816
22,21221
22,481
22,1189
22,11488
23,7082
23,6763
23,19678
23,6457
24,11345
24,6432
24,21035
24,21955
11196,7750
11196,7216
26,18024
26,6290
26,22177
26,2509
26,10544
26,18368
26,17848
26,13602
26,14409
26,16994
26,19957
26,7139
26,12458
26,17354
26,8734
26,3270
26,7694
26,8763
26,3798
26,8788
26,8149
26,18153
26,4948
26,3779
26,6264
26,18949
26,14768
26,9235
26,18725
26,7460
27,5890
27,21247
27,9521
27,21785
27,3586
27,4857
11197,6272
11197,17523
11197,1308
11197,21662
29,9500
29,3443
29,4754
29,14971
29,20829
29,11158
29,14840
29,20895
29,15807
29,17088
29,10972
29,15359
29,5160
29,4941
29,19643
30,17178
30,2838
30,17983
30,8584
30,16854
31,12972
31,13716
31,18727
31,21598
31,17090
31,13783
31,17350
31,12542
31,1722
31,5049
32,1703
32,16417
32,17252
32,19252
32,19222
32,18703
32,12869
32,10041
32,9839
32,9248
32,1783
32,4858
32,8531
32,22330
32,19574
32,7095
32,9986
32,14248
32,14790
32,8636
32,7347
32,10757
32,9849
32,5619
32,20280
32,7041
32,17833
32,6622
32,19700
32,8766
32,14832
32,120
32,20983
32,2157
32,13003
32,6083
32,4075
32,10496
32,1980
32,22467
32,19509
32,1024
32,14791
33,15191
33,22181
34,14106
34,14650
194,21683
194,16853
36,7360
36,21489
36,18754
